"","id","Year","fullCit","count","Source"
"521","Steiner_1992",1992,"Steiner, Linda. “Joe McGinniss.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 367–74.",41,"Critical Works"
"522","Sternbergh_2011",2011,"Sternbergh, Adam. “How James Salter Wrote an Eleven-Page Biography of A.J. Liebling.” In The 6th Floor (blog). New York Times, April 21, 2011. http://6thfloor.blogs.nytimes.com/2011/04/21/how-james-salter-wrote-an-eleven- page-biography-of-a-j-liebling/?ref=thenewyorker. 20th century; James Salter; Sketch; Book; A.J. Liebling.",7,"Critical Works"
"523","Stott_1973",1973,"Stott, William. Documentary Expression and Thirties America. New York: Oxford University Press, 1973.",4,"Critical Works"
"524","Talese_1996",1996,"Talese, Gay. ”Origins of a Nonfiction Writer.” Writing Creative Nonfiction: The Literature of Reality. Ed. Gay Talese and Barbara Lounsberry. New York: HarperCollins), 1996. 1–25.",3,"Critical Works"
"525","Anon_2000",2000,"Anon., “Talking about Narrative Journalism.” Nieman Reports Fall 2000: 20–22.",5,"Critical Works"
"526","Thompson_2011",2011,"Thompson, Matthew. “Outrider: William T. Vollmann, Tony Tanner, and the Private Extremes of an Anti-Journalism,” Literary Journalism Studies 3, no. 1 (Spring 2011): 73–95.",7,"Critical Works"
"527","Troyer_1946",1946,"Troyer, Howard William. Ned Ward of Grubstreet: A Study of Sub-Literary London in the Eighteenth Century. Cambridge: Harvard University Press, 1946.",2,"Critical Works"
"528","Van_1975",1975,"Van Dellen, Robert J. “We've Been Had by the New Journalism: A Put Down.” Journal of Popular Culture 9, no. 1 (Summer 1975): 219/121-31/33. 20th century; New Journalists; Magazines, books; Dishonesty of New Journalism.",31,"Critical Works"
"529","Wakefield_1974",1974,"Wakefield, Dan. “The Personal Voice and the Impersonal Eye.” The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 39–48.",11,"Critical Works"
"530","Warner_1906",1906,"Warner, Langdon. “The Editor’s Clearing-House: Need Journalism Destroy Literature?” The Critic 48 (1906): 469–70.",4,"Critical Works"
"531","Webb_1974",1974,"Webb, Joseph. “Historical Perspective on the New Journalism.” Journalism History, 1.2 (1974): 38+.",11,"Critical Works"
"532","Weber_2008",2008,"Weber, Ronald. “Hemingway’s Permanent Records.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 21–52.",20,"Critical Works"
"533","Weber_1980",1980,"Weber, Ronald. The Literature of Fact: Literary Nonfiction in American Writing. Athens, Ohio: Ohio University Press, 1980.",4,"Critical Works"
"534","Weber_1974",1974,"Weber, Ronald. “Some Sort of Artistic Excitement.” The Reporter as Artist: A Look at the New Journalism Controversy. New York: Hastings House, 1974. 13–23.",11,"Critical Works"
"535","Weber_1975",1975,"Weber, Ronald. “Moon Talk.” Journal of Popular Culture 9, no. 1 (Summer 1975): 142/44-52/54. 20th century; Tom Wolfe, Norman Mailer, Philip Roth, John Updike; New Journalism; Books; Space exploration.",31,"Critical Works"
"536","Weber_1974",1974,"Weber, Ronald, ed. The Reporter as Artist: A Look at the New Journalism Controversy. New York: Hastings House, 1974.",11,"Critical Works"
"537","Weingarten_2006",2006,"Weingarten, Marc. The Gang That Wouldn’t Write Straight: Wolfe, Thompson, Didion, and the New Journalism Revolution. New York: Crown Publishers, 2006.",3,"Critical Works"
"538","Weirather_1975",1975,"Weirather, Larry. “Tom Wolfe's Snake River Canyon Jump.” Journal of Popular Culture 9, no. 1 (Summer 1975): 211/113- 18/20. 20th century; Tom Wolfe; Magazines, books; Popular reception of New Journalism.",31,"Critical Works"
"539","Whitby_1992",1992,"Whitby, Gary L. A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 239–48.",41,"Critical Works"
"540","Whitt_2008",2008,"Whitt, Jan. ”From The Jungle to Food Lion: The History Lessons of Investigative Journalism.” Journalism History 34 (Fall 2008):170–73.",20,"Critical Works"
"541","Whitt_2008",2008,"Whitt, Jan. Settling the Borderland: Other Voices in Literary Journalism. Lanham, Md.: University Press of America, 2008.",20,"Critical Works"
"542","Wilson_2007",2007,"Wilson, Deborah. “An Unscathed Tourist of Wars: The Journalism of Martha Gellhorn.” The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. Ed. Richard Keeble and Sharon Wheeler. London: Routledge, 2007. 116–29.",10,"Critical Works"
"543","Winterowd_1973",1973,"Winterowd, W. Ross. The Rhetoric of the “Other” Literature. Carbondale, Ill.: Southern Illinois University Press, 1990. Wolfe, Tom. “The New Journalism.” The New Journalism: With an Anthology. Ed. Tom Wolfe and E. W. Johnson. New York: Harper, 1973. 3–64.",4,"Critical Works"
"544","Yagoda_2001",2001,"Yagoda, Ben. About Town: The New Yorker and the World It Made. New York: Da Capo Press, 2001.",3,"Critical Works"
"545","Yagoda_1997",1997,"Yagoda, Ben. Preface. The Art of Fact: A Historical Anthology of Literary Journalism. Ed. Kevin Kerrane and Ben Yagoda. New York: Scribner, 1997. 13–16.",6,"Critical Works"
"546","Zavarzadeh_1976",1976,"Zavarzadeh, Mas’ud. The Mythopoeic Reality: The Postwar American Nonfiction Novel. Urbana: University of Illinois Press, 1976.",2,"Critical Works"
"547","Zdovc_2008",2008,"Zdovc, Sonja Merljak. Literary Journalism in the United States of America and Slovenia. Lanham, Md.: University Press of America, 2008.",20,"Critical Works"
"548","Anon_1893",1893,"Anon., “Borderland of Literature,” in Spectator 71:513 (Oct. 14, 1893).",1,"Critical Works"
"549","Anon_1907",1907,"Anon., “Confessions of a Literary Journalist,” in Bookman 26:370-76 (Dec. 1907).",1,"Critical Works"
"550","Anon_1902",1902,"Anon., “Plea for Literary Journalism,” in Harper’s Weekly, 46:1558 (Oct. 25, 1902).",1,"Critical Works"
"551","Anon_1906",1906,"Anon., “The Point of View: The Newspaper and Fiction,” in Scribner’s Magazine 40:122-24 (July 1906).",4,"Critical Works"
"552","Benson_1984",1984,"Benson, Jackson J. The True Adventures of John Steinbeck, Writer. New York: The Viking Press, 1984.",6,"Critical Works"
"553","Boylan_1984",1984,"Boylan, James. “Publicity for the Great Depression; Newspaper Default and Literary Reportage,” in Mass Media Between the Wars; Perceptions of Cultural Tension, 1918–1941. Edited by Catherine Covert and John Stevens. Syracuse, N.Y.: Syracuse University Press, 1984.",6,"Critical Works"
"554","Boynton_1904",1904,"Boynton, H. W. Journalism and Literature and Other Essays. Boston and New York: Houghton Mifflin & Co., 1904.",3,"Critical Works"
"555","Boynton_1904",1904,"Boynton, H. W. “The Literary Aspect of Journalism,” in Atlantic Monthly 93:845-51 (June 1904).",3,"Critical Works"
"556","Bruccoli_1970",1970,"Bruccoli, Matthew, editor. Ernest Hemingway, Cub Reporter; Kansas City Star Stories. Pittsburgh: University of Pittsburgh Press, 1970.",2,"Critical Works"
"557","Chametzky_1977",1977,"Chametzky, Jules. From the Ghetto; The Fiction of Abraham Cahan. Amherst: University of Massachusetts Press, 1977.",3,"Critical Works"
"558","Coles_1983",1983,"Coles, Robert. “James Agee’s Search,” in Raritan (Summer 1983), p. 74- 100.",2,"Critical Works"
"559","Connery_1986",1986,"Connery, Thomas. “Hutchins Hapgood and the Search for a ‘New Form of Literature,’” in Journalism History 13 (1): 2-9 (Spring 1986)",4,"Critical Works"
"560","DeMott_1989",1989,"DeMott, Robert, editor. Working Days: The Journals of the Grapes of Wrath. New York: The Viking Press, 1989.",6,"Critical Works"
"561","Eastman_1916",1916,"Eastman, Max. Journalism Versus Art. New York: Alfred A. Knopf, 1916.",1,"Critical Works"
"562","Fenton_1954",1954,"Fenton, Charles A. The Apprenticeship of Ernest Hemingway; The Early Years. New York: New American Library, 1961. Originally published 1954.",1,"Critical Works"
"563","Gingrich_1971",1971,"Gingrich, Arnold. Nothing But People; The Early Days at Esquire: A Personal History 1928–1958. New York: Crown Publishers, 1971.",2,"Critical Works"
"564","Hapgood_1905",1905,"Hapgood, Hutchins. “A New Form of Literature,” in Bookman 21:424-27 (1905).",2,"Critical Works"
"565","Hovey_1975",1975,"Hovey, Tamara. John Reed: Witness to Revolution. Los Angeles: George Sand Books, 1975.",31,"Critical Works"
"566","Hughes_1940",1940,"Hughes, Helen M. News and the Human Interest Story. Chicago: University of Chicago Press, 1940.",1,"Critical Works"
"567","Kaplan_1974",1974,"Kaplan, Justin. Lincoln Steffens, A Biography. New York: Simon and Schuster, 1974.",11,"Critical Works"
"568","Kramer_1951",1951,"Kramer, Dale. Ross and The New Yorker. Garden City, N.Y.: Doubleday & Co., 1951.",2,"Critical Works"
"569","Kramer_1975",1975,"Kramer, Victoria A. James Agee. Boston: G. K. Hall, 1975.",31,"Critical Works"
"570","Lee_1900",1900,"Lee, Gerald Stanley. “Journalism as a Basis for Literature,” in Atlantic Monthly 85: 231-37 (Feb. 1900)",2,"Critical Works"
"571","Lingeman_1986",1986,"Lingeman, Richard. Theodore Dreiser: At the Gates of the City, 1871–1907. New York: G. P. Putnam’s Sons, 1986. ",4,"Critical Works"
"572","Martin_1984",1984,"Martin, Edward A. H. L. Mencken and the Debunkers. Athens: University of Georgia Press, 1984.",6,"Critical Works"
"573","Moreau_1977",1977,"Moreau, Genevieve. The Restless Journey of James Agee. New York: Morrow, 1977.",3,"Critical Works"
"574","Muggli_1987",1987,"Muggli, Mark Z. “The Poetics of Joan Didion’s Journalism,” in American Literature 59:402-21 (Oct. 1987).",3,"Critical Works"
"575","Orhn_1980",1980,"Orhn, Karin. Dorothea Lange and the Documentary Tradition. Baton Rouge: Louisiana State University Press, 1980.",4,"Critical Works"
"576","Preston_1983",1983,"Preston, Richard McCann. The Fabric of Fact: The Beginnings of American Literary Journalism. Princeton University Ph.D. dissertation, 1983.",2,"Critical Works"
"577","Ramperad_1976",1976,"Ramperad, Arnold. The Art and Imagination of W. E. B. Du Bois. Cambridge: Harvard university Press, 1976.",2,"Critical Works"
"578","Rischin_1985",1985,"Rischin, Moses, editor. Grandma Never Lived in America; The New Journalism of Abraham Cahan. Bloomington: Indiana University Press, 1985.",3,"Critical Works"
"579","Sokolov_1980",1980,"Sokolov, Raymond, Wayward Reporter; The Life of A. J. Liebling. New York: Harper & Row, 1980.",4,"Critical Works"
"580","Steinbeck_1975",1975,"Steinbeck, Elaine, and Robert Wallsten, editors. Steinbeck: A Life in Letters. New York: The Viking Press, 1975.",31,"Critical Works"
"581","Stephens_1968",1968,"Stephens, Robert O. Hemingway’s Nonfiction; The Public Voice. Chapel Hill: University of North Carolina Press, 1968.",1,"Critical Works"
"582","Weber_1990",1990,"Weber, Ronald. Hemingway’s Art of Nonfiction. New York: St. Martin’s, 1990; London: Macmillan, 1990.",5,"Critical Works"
"583","Wolfe_1973",1973,"Wolfe, Tom. The New Journalism. With an anthology edited by Tom Wolfe and E. W. Johnson. New York: Harper & Row, 1973.",4,"Critical Works"
"584","Ziff_1966",1966,"Ziff, Larzer. The American 1890s: Life and Times of a Lost Generation. New York: The Viking Press, 1966.",1,"Critical Works"
"585","Culbert_1975",1975,"Culbert, David H. “Tv/N.J.” Journal of Popular Culture 9, no. 1 (Summer 1975): 168/70-73/75. 20th century; New Journalists; Television.",31,"Critical Works"
"586","English_1975",1975,"English, John W. “What Professionals Say.” Journal of Popular Culture 9, no. 1 (Summer 1975): 232/134-40/42. 20th century; Magazines, books; New Jour- nalists’ views on New Journalism.",31,"Critical Works"
"587","Fishman_1975",1975,"Fishman, Donald. “Norman Mailer.” Journal of Popular Culture 9, no. 1 (Sum- mer 1975): 174/76-82/84. 20th century; Norman Mailer; New Journalism; Novels, essays.",31,"Critical Works"
"588","Fishwick_1975",1975,"Fishwick, Marshall. “Editorial.” Journal of Popular Culture 9, no. 1 (Summer 1975): 247/149-249/151. 20th century; Magazines, books; Interaction of New Jour- nalism and popular culture.",31,"Critical Works"
"589","Green_1975",1975,"Green, James. “Gonzo.” Journal of Popular Culture 9, no. 1 (Summer 1975): 204/106-210/112. 20th century; Hunter  ompson, Tom Wolfe; Magazines; Strengths and weaknesses of gonzo style.",31,"Critical Works"
"590","Jacobson_1975",1975,"Jacobson, Kent. “ e Freaking New Journalism.” Journal of Popular Culture 9, no. 1 (Summer 1975): 183/85-96/98. 20th century; New Journalism; Books, magazines; Social alienation.",31,"Critical Works"
"591","Landreth_1975",1975,"Landreth, Elizabeth. “There Shall Be No Night: Las Vegas.” Journal of Popular Cul- ture 9, no. 1 (Summer 1975): 197/99-203/105. 20th century; New Journal- ism; Books, magazines; Las Vegas.",31,"Critical Works"
"592","Nocera_1981",1981,"Nocera, Joseph. “How Hunter  ompson Killed New Journalism.” Washington Monthly, April 1981, 44-50. 20th century; Hunter  ompson; Gonzo jour- nalism, New Journalism; Books, magazines.",3,"Critical Works"
"593","Sternbergh_2011",2011,"Sternbergh, Adam. “How James Salter Wrote an Eleven-Page Biography of A. J. Liebling.” In  e 6th Floor (blog). New York Times, 21 April 2011. http://6thfloor.blogs.nytimes.com/2011/04/21/how-james-salter-wrote-an- eleven-page-biography-of-a-j-liebling/?ref=thenewyorker. 20th century; James Salter; Sketches; books; A. J. Liebling.",7,"Critical Works"
"594","Van_1975",1975,"Van Dellen, Robert J. “We’ve Been Had by the New Journalism: A Put Down.” Journal of Popular Culture 9, no. 1 (Summer 1975): 219/121-31/33. 20th century; New Journalists; Magazines, books; Dishonesty of New Journalism.",31,"Critical Works"
"595","Weirather_1975",1975,"Weirather, Larry. “Tom Wolfe’s Snake River Canyon Jump.” Journal of Popular Culture 9, no. 1 (Summer 1975): 211/113-18/20. 20th century; Tom Wolfe; Magazines, books; Popular reception of New Journalism.",31,"Critical Works"
