"","Full Citation","Source","Year","Author Last Name","Author First Name","Title","Type","`Full Citation` == `Full Citation`"
"181","Mitchell, Joseph. My Ears Are Bent. New York: Sheridan House, 1938.","Sims - True Stories",1938,"Mitchell","Joseph","My Ears Are Bent","Primary Works",TRUE
"182","Mitchell, Joseph. The Bottom of the Harbor. Boston: Little, Brown and Company, 1960.","Sims - True Stories",1960,"Mitchell","Joseph","The Bottom of the Harbor","Primary Works",TRUE
"183","Mitchell, Joseph. Up in the Old Hotel. New York: Pantheon Books, 1992.","Sims - True Stories",1992,"Mitchell","Joseph","Up in the Old Hotel","Primary Works",TRUE
"184","Mitchell, Joseph. Up in the Old Hotel. New York: Random House, 1992.","Sims - True Stories",1992,"Mitchell","Joseph","Up in the Old Hotel","Primary Works",TRUE
"185","Morgan, Dan. Merchants of Grain. New York: Viking, 1979.","Sims - True Stories",1979,"Morgan","Dan","Merchants of Grain","Primary Works",TRUE
"186","Naipaul, Shiva. Journey to Nowhere: A New World Tragedy. New York: Simon and Schuster, 1981; first published in Great Britain as Black and White, 1980.","Sims - True Stories",1980,"Naipaul","Shiva","Journey to Nowhere: A New World Tragedy","Primary Works",TRUE
"187","Naipaul, V. S. A Turn in the South. New York: Alfred A. Knopf, 1989.","Sims - True Stories",1989,"Naipaul","V","S","Primary Works",TRUE
"188","Olsen, Tillie. Silences. New York: Delta/Seymour Lawrence, 1989. Originally published in 1978.","Sims - True Stories",1978,"Olsen","Tillie","Silences","Primary Works",TRUE
"189","Orlean, Susan. The Bullfighter Checks Her Makeup: My Encounters with Extraordinary People. New York: Random House, 2001.","Sims - True Stories",2001,"Orlean","Susan","The Bullfighter Checks Her Makeup: My Encounters with Extraordinary People","Primary Works",TRUE
"190","Orlean, Susan. The Orchid Thief. New York: Random House, 1998.","Sims - True Stories",1998,"Orlean","Susan","The Orchid Thief","Primary Works",TRUE
"191","Orwell, George. Down and Out in Paris and London. London: Gollancz, 1933. ","Sims - True Stories",1933,"Orwell","George","Down and Out in Paris and London","Primary Works",TRUE
"192","Orwell, George. Homage to Catalonia. London: Secker & Warburg, 1938.","Sims - True Stories",1938,"Orwell","George","Homage to Catalonia","Primary Works",TRUE
"193","Orwell, George. The Road to Wigan Pier. London: Gollancz, 1937.","Sims - True Stories",1937,"Orwell","George","The Road to Wigan Pier","Primary Works",TRUE
"194","Paterniti, Michael. Driving Mr. Albert: A Trip Across America with Einstein’s Brain. New York: Dial Press, 2000.","Sims - True Stories",2000,"Paterniti","Michael","Driving Mr","Primary Works",TRUE
"195","Paul, Elliot. The Last Time I Saw Paris. New York: Random House, 1942.","Sims - True Stories",1942,"Paul","Elliot","The Last Time I Saw Paris","Primary Works",TRUE
"196","Paul, Elliot. The Life and Death of a Spanish Town. New York: Random House, 1937. Reprinted by Greenwood Press, 1971.","Sims - True Stories",1971,"Paul","Elliot","The Life and Death of a Spanish Town","Primary Works",TRUE
"197","Plimpton, George. Paper Lion. New York: HarperCollins, 1966.","Sims - True Stories",1966,"Plimpton","George","Paper Lion","Primary Works",TRUE
"198","Preston, Richard. First Light: The Search for the Edge of the Universe. New York: Atlantic Monthly Press, 1987.","Sims - True Stories",1987,"Preston","Richard","First Light: The Search for the Edge of the Universe","Primary Works",TRUE
"199","Preston, Richard. The Demon in the Freezer: A True Story. New York: Random House, 2002.","Sims - True Stories",2002,"Preston","Richard","The Demon in the Freezer: A True Story","Primary Works",TRUE
"200","Preston, Richard. The Hot Zone. New York: Random House, 1994.","Sims - True Stories",1994,"Preston","Richard","The Hot Zone","Primary Works",TRUE
"201","Quammen, David. Natural Acts: A Sidelong View of Science and Nature. New York: Schocken Books,1985.","Sims - True Stories",1985,"Quammen","David","Natural Acts: A Sidelong View of Science and Nature","Primary Works",TRUE
"202","Quammen, David. The Song of the Dodo: Island Biogeography in an Age of Extinctions. New York: Scribner, 1996.","Sims - True Stories",1996,"Quammen","David","The Song of the Dodo: Island Biogeography in an Age of Extinctions","Primary Works",TRUE
"203","Raban, Jonathan. Bad Land: An American Romance. New York: Pantheon, 1996.","Sims - True Stories",1996,"Raban","Jonathan","Bad Land: An American Romance","Primary Works",TRUE
"204","Raban, Jonathan. Old Glory: A Voyage Down the Mississippi. New York: Vintage Reprint edition, 1998.","Sims - True Stories",1998,"Raban","Jonathan","Old Glory: A Voyage Down the Mississippi","Primary Works",TRUE
"205","Reed, John. Takes: Stories from The Talk of the Town. New York: Congdon & Weed, Inc., 1983.","Sims - True Stories",1983,"Reed","John","Takes: Stories from The Talk of the Town","Primary Works",TRUE
"206","Reed, John. Talk Stories. New York: Simon and Schuster, 1966.","Sims - True Stories",1966,"Reed","John","Talk Stories","Primary Works",TRUE
"207","Reed, John. Ten Days That Shook the World. Foreword by V. I. Lenin. New York: Vintage Books, 1960. First published 1919.","Sims - True Stories",1919,"Reed","John","Ten Days That Shook the World","Primary Works",TRUE
"208","Reed, John. The War in Eastern Europe. New York: Charles Scribner's Sons, 1918. ","Sims - True Stories",1918,"Reed","John","The War in Eastern Europe","Primary Works",TRUE
"209","Rhodes, Richard. Farm: A Year in the Life of an American Farmer. New York: Simon and Schuster, 1989.","Sims - True Stories",1989,"Rhodes","Richard","Farm: A Year in the Life of an American Farmer","Primary Works",TRUE
"210","Rhodes, Richard. The Making of the Atomic Bomb. New York: Simon and Schuster, 1986. ","Sims - True Stories",1986,"Rhodes","Richard","The Making of the Atomic Bomb","Primary Works",TRUE
"211","Riis, Jacob A. How the Other Half Lives: Studies Among the Tenements of New York. New York: Charles Scribner’s Sons, 1890.","Sims - True Stories",1890,"Riis","Jacob","How the Other Half Lives: Studies Among the Tenements of New York","Primary Works",TRUE
"212","Ross, Lillian. Picture: John Huston, M.G. M., and the Making of The Red Badge of Courage. New York: Limelight Editions, 1984. First published in 1952. ","Sims - True Stories",1952,"Ross","Lillian","Picture: John Huston, M.G","Primary Works",TRUE
"213","Ross, Lillian. Reporting. New York: Dodd, Mead & Co., 1964, 1981.","Sims - True Stories",1981,"Ross","Lillian","Reporting","Primary Works",TRUE
"214","Sacco, Joe. Palestine. With an introduction by Edward Said. Seattle: Fantagraphics Books, 2001.","Sims - True Stories",2001,"Sacco","Joe","Palestine","Primary Works",TRUE
"215","Sager, Mike. Scary Monsters and Super Freaks: Stories of Sex, Drugs, Rock ’N’ Roll and Murder. New York: Thunder’s Mouth Press, 2004.","Sims - True Stories",2004,"Sager","Mike","Scary Monsters and Super Freaks: Stories of Sex, Drugs, Rock ’N’ Roll and Murder","Primary Works",TRUE
"216","Sager, Mike. The Revenge of the Donut Boys: True Stories of Fame, Lust, Survival, and Multiple Personalities. New York: Thunder’s Mouth Press, 2007. ","Sims - True Stories",2007,"Sager","Mike","The Revenge of the Donut Boys: True Stories of Fame, Lust, Survival, and Multiple Personalities","Primary Works",TRUE
"217","Schuyler, Eugene. Turkistan: Notes of a Journey in Russian Turkistan, Kokand, Bukhara and Kuldja. Edited and with an introduction by Geoffrey Wheeler; abridged by K. E. West. New York, Washington: Frederick A. Praeger, 1966. Originally published in two volumes, New York: Scribner, Armstrong & Co., 1877.","Sims - True Stories",1877,"Schuyler","Eugene","Turkistan: Notes of a Journey in Russian Turkistan, Kokand, Bukhara and Kuldja","Primary Works",TRUE
"218","Sheehan, Susan. A Welfare Mother. New York: New American Library, 1976.","Sims - True Stories",1976,"Sheehan","Susan","A Welfare Mother","Primary Works",TRUE
"219","Sheehan, Susan. Is There No Place on Earth for Me? Boston: Houghton Mifflin, 1982.","Sims - True Stories",1982,"Sheehan","Susan","Sheehan, Susan. Is There No Place on Earth for Me? Boston: Houghton Mifflin, 1982.","Primary Works",TRUE
"220","Sheehan, Susan. Kate Quinton's Days. Boston: Houghton Mifflin, 1984.","Sims - True Stories",1984,"Sheehan","Susan","Kate Quinton's Days","Primary Works",TRUE
"221","Shirer, William L. Berlin Diary. New York: Alfred A. Knopf, 1941.","Sims - True Stories",1941,"Shirer","William","Berlin Diary","Primary Works",TRUE
"222","Sims, Patsy. Can Somebody Shout Amen!: Inside the Tents and Tabernacles of American Revivalists. Lexington: University Press of Kentucky, reprint 1996; originally published 1988.","Sims - True Stories",1988,"Sims","Patsy","Can Somebody Shout Amen!: Inside the Tents and Tabernacles of American Revivalists","Primary Works",TRUE
"223","Sims, Patsy. The Klan. Lexington: University Press of Kentucky, reprint 1996; originally published 1978.","Sims - True Stories",1978,"Sims","Patsy","The Klan","Primary Works",TRUE
"224","Singer, Mark. Character Studies: Encounters with the Curiously Obsessed. Boston and New York: Houghton Mifflin, 2005.","Sims - True Stories",2005,"Singer","Mark","Character Studies: Encounters with the Curiously Obsessed","Primary Works",TRUE
"225","Singer, Mark. Funny Money. New York: Alfred A. Knopf, 1985.","Sims - True Stories",1985,"Singer","Mark","Funny Money","Primary Works",TRUE
"226","Singer, Mark. Mr. Personality: Profiles and Talk Pieces. New York: Alfred A. Knopf, 1989.","Sims - True Stories",1989,"Singer","Mark","Mr","Primary Works",TRUE
"227","Snow, Edgar. Red China Today. New York: Random House, 1970. Orignally published as The Other Side of the River in 1962.","Sims - True Stories",1962,"Snow","Edgar","Red China Today","Primary Works",TRUE
"228","Steinbeck, John. A Russian Journal. With pictures by Robert Capa. New York: Viking, 1948. ","Sims - True Stories",1948,"Steinbeck","John","A Russian Journal","Primary Works",TRUE
"229","Steinbeck, John. Bombs Away: The Story of a Bomber Team. New York: Viking, 1942.","Sims - True Stories",1942,"Steinbeck","John","Bombs Away: The Story of a Bomber Team","Primary Works",TRUE
"230","Steinbeck, John. Once There Was a War. New York: Viking, 1958. First published in 1943. ","Sims - True Stories",1943,"Steinbeck","John","Once There Was a War","Primary Works",TRUE
"231","Steinbeck, John. The New Meaning of Treason. New York: Viking, 1964.","Sims - True Stories",1964,"Steinbeck","John","The New Meaning of Treason","Primary Works",TRUE
"232","Steinbeck, John. Travels with Charley; In Search of America. New York: Viking, 1962.","Sims - True Stories",1962,"Steinbeck","John","Travels with Charley; In Search of America","Primary Works",TRUE
"233","Talese, Gay. Honor Thy Father. New York: Fawcett-World, 1972.","Sims - True Stories",1972,"Talese","Gay","Honor Thy Father","Primary Works",TRUE
"234","Talese, Gay. The Kingdom and The Power. New York: World Publishing Co., 1966. ","Sims - True Stories",1966,"Talese","Gay","The Kingdom and The Power","Primary Works",TRUE
"235","Talese, Gay. Thy Neighbor's Wife. Garden City, N.Y.: Doubleday, 1980.","Sims - True Stories",1980,"Talese","Gay","Thy Neighbor's Wife","Primary Works",TRUE
"236","Thompson, Hunter. Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream. New York: Popular Library, 1971.","Sims - True Stories",1971,"Thompson","Hunter","Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream","Primary Works",TRUE
"237","Thompson, Hunter. Hell’s Angels. New York: Random House, 1967.","Sims - True Stories",1967,"Thompson","Hunter","Hell’s Angels","Primary Works",TRUE
"238","Thompson, Hunter. The Great Shark Hunt. New York: Fawcett, 1979.","Sims - True Stories",1979,"Thompson","Hunter","The Great Shark Hunt","Primary Works",TRUE
"239","Tosches, Nick. Killings. New York: Ticknor & Fields, 1984.","Sims - True Stories",1984,"Tosches","Nick","Killings","Primary Works",TRUE
"240","Tosches, Nick. U.S. Journal. New York: Dutton, 1971.","Sims - True Stories",1971,"Tosches","Nick","U.S","Primary Works",TRUE
"241","Tosches, Nick. Where Dead Voices Gather. Boston: Little, Brown and Co., 2001. ","Sims - True Stories",2001,"Tosches","Nick","Where Dead Voices Gather","Primary Works",TRUE
"242","Trillin, Calvin. American Stories. New York: Ticknor & Fields, 1991.","Sims - True Stories",1991,"Trillin","Calvin","American Stories","Primary Works",TRUE
"243","Turgenev, Ivan. A Sportsman's Notebook. New York: Viking, 1950. Originally published 1852.","Sims - True Stories",1852,"Turgenev","Ivan","A Sportsman's Notebook","Primary Works",TRUE
"244","Twain, Mark. Early Tales & Sketches. Vols. 1 (1851-1864) and 2 (1864-1865). Edited by Edgar Marquess Branch and Robert H. Hirst with the assistance of Harriet Elinor Smith. Berkeley, Los Angeles: University of California Press, 1979.","Sims - True Stories",1979,"Twain","Mark","Early Tales & Sketches","Primary Works",TRUE
"245","Twain, Mark. Innocents Abroad: or, The New Pilgrim's Progress. New York: Signet Classics, 1966; originally published 1869.","Sims - True Stories",1869,"Twain","Mark","Innocents Abroad: or, The New Pilgrim's Progress","Primary Works",TRUE
"246","Twain, Mark. Life on the Mississippi. New York: New American Library, 1980. Originally published 1883.","Sims - True Stories",1883,"Twain","Mark","Life on the Mississippi","Primary Works",TRUE
"247","Twain, Mark. Roughing It. Hartford, Conn.: American Publishing Co., 1895; originally published 1871.","Sims - True Stories",1871,"Twain","Mark","Roughing It","Primary Works",TRUE
"248","Twain, Mark. The Complete Humorous Sketches and Tales of Mark Twain. Edited, and with an introduction, by Charles Neider. Garden City, N.Y.: Doubleday & Co., 1961.","Sims - True Stories",1961,"Twain","Mark","The Complete Humorous Sketches and Tales of Mark Twain","Primary Works",TRUE
"249","Ungar, Sanford J. Fresh Blood: The New American Immigrants. New York: Simon & Schuster, 1995.","Sims - True Stories",1995,"Ungar","Sanford","Fresh Blood: The New American Immigrants","Primary Works",TRUE
"250","Wambaugh, Joseph. The Onion Field. New York: Delacorte Press, 1973.","Sims - True Stories",1973,"Wambaugh","Joseph","The Onion Field","Primary Works",TRUE
"251","Werth, Barry. Damages: One Family’s Legal Struggles in the World of Medicine. New York: Simon and Schuster, 1998.","Sims - True Stories",1998,"Werth","Barry","Damages: One Family’s Legal Struggles in the World of Medicine","Primary Works",TRUE
"252","Weschler, Lawrence. Shapinsky's Karma, Bogg's Bills: And Other True-Life Tales. New York: North Point Press, 1988.","Sims - True Stories",1988,"Weschler","Lawrence","Shapinsky's Karma, Bogg's Bills: And Other True-Life Tales","Primary Works",TRUE
"253","West, Rebecca. Black Lamb and Grey Falcon; A Journey through Yugoslavia. New York: Viking, 1941.","Sims - True Stories",1941,"West","Rebecca","Black Lamb and Grey Falcon; A Journey through Yugoslavia","Primary Works",TRUE
"254","West, Rebecca. Rebecca West — A Celebration. Selected from her writings, with a critical introduction by Samuel Hynes. New York: Penguin Books, 1978. ","Sims - True Stories",1978,"West","Rebecca","Rebecca West — A Celebration","Primary Works",TRUE
"255","West, Rebecca. The Young Rebecca: Writings of Rebecca West 1911–17. Selected and introduced by Jane Marcus. New York: Viking, 1982.","Sims - True Stories",1982,"West","Rebecca","The Young Rebecca: Writings of Rebecca West 1911–17","Primary Works",TRUE
"256","White, E. B. Essays of E. B. White. New York: Harper Colophon Books, 1977. ","Sims - True Stories",1977,"White","E","B","Primary Works",TRUE
"257","White, E. B. Here Is New York. New York: Harper & Brothers, 1949.","Sims - True Stories",1949,"White","E","B","Primary Works",TRUE
"258","White, E. B. The Second Tree from the Corner. New York: Harper & Row, 1965. Since 1960","Sims - True Stories",1960,"White","E","B","Primary Works",TRUE
"259","White, Theodore H. The Making of the President 1960. New York: Atheneum, 1961.","Sims - True Stories",1961,"White","Theodore","The Making of the President 1960","Primary Works",TRUE
"260","Whynott, Douglas. A Country Practice: Scenes from the Veterinary Life. New York: North Point Press, 2004.","Sims - True Stories",2004,"Whynott","Douglas","A Country Practice: Scenes from the Veterinary Life","Primary Works",TRUE
"261","Whynott, Douglas. A Unit of Water. A Unit of Time: Joel White’s Last Boat. New York: Doubleday, 1999; Washington Square Press, Pocket Books, 2000. Wicker, Tom. A Time to Die. New York: Quadrangle, 1975.","Sims - True Stories",1975,"Whynott","Douglas","A Unit of Water","Primary Works",TRUE
"262","Whynott, Douglas. Following the Bloom: Across America with the Migratory Beekeepers. Mechanicsburg, Penn.: Stackpole Books, 1991; Penguin/Tarcher, 2004. ——. Giant Bluefin. New York: Farrar, Straus and Giroux, 1995.","Sims - True Stories",1995,"Whynott","Douglas","Following the Bloom: Across America with the Migratory Beekeepers","Primary Works",TRUE
"263","Wideman, John Edgar. Brothers & Keepers. New York: Holt Rinehart and Winston, 1984.","Sims - True Stories",1984,"Wideman","John","Brothers & Keepers","Primary Works",TRUE
"264","Wilkinson, Alec. Midnights: A Year with the Wellfleet Police. New York: Random House, 1982.","Sims - True Stories",1982,"Wilkinson","Alec","Midnights: A Year with the Wellfleet Police","Primary Works",TRUE
"265","Wilson, Edmund. The American Earthquake. Garden City, N.Y.: Doubleday & Co., 1958.","Sims - True Stories",1958,"Wilson","Edmund","The American Earthquake","Primary Works",TRUE
"266","Wolfe, Tom. Hooking Up. New York: Farrar Straus Giroux, 2000.","Sims - True Stories",2000,"Wolfe","Tom","Hooking Up","Primary Works",TRUE
"267","Wolfe, Tom. Radical Chic and Mau-Mauing the Flak Catchers. New York: Farrar, Straus & Giroux, 1970.","Sims - True Stories",1970,"Wolfe","Tom","Radical Chic and Mau-Mauing the Flak Catchers","Primary Works",TRUE
"268","Wolfe, Tom. The Electric Kool-Aid Acid Test. New York: Farrar, Straus & Giroux, 1970.","Sims - True Stories",1970,"Wolfe","Tom","The Electric Kool-Aid Acid Test","Primary Works",TRUE
"269","Wolfe, Tom. The Kandy-Kolored Tangerine-Flake Streamline Baby. New York: Farrar, Straus & Giroux, 1965.","Sims - True Stories",1965,"Wolfe","Tom","The Kandy-Kolored Tangerine-Flake Streamline Baby","Primary Works",TRUE
"270","Wolfe, Tom. The Pump House Gang. New York: Farrar, Straus & Giroux, 1968.","Sims - True Stories",1968,"Wolfe","Tom","The Pump House Gang","Primary Works",TRUE
"271","Wolfe, Tom. The Right Stuff. New York: Farrar, Straus & Giroux, 1979.","Sims - True Stories",1979,"Wolfe","Tom","The Right Stuff","Primary Works",TRUE
"272","Wyckoff, Walter A. A Day with a Tramp, and Other Days. New York: Benjamin Blom Inc., 1971; originally published 1901.","Sims - True Stories",1901,"Wyckoff","Walter","A Day with a Tramp, and Other Days","Primary Works",TRUE
"273","Zinsser, William. Willie and Dwike: An American Profile. New York: Harper & Row, 1984.","Sims - True Stories",1984,"Zinsser","William","Willie and Dwike: An American Profile","Primary Works",TRUE
"274","An Experiment in Misery / Stephen Crane -- 1898","Kerrane and Yagoda - The Art of Fact",1898,"Crane","Stephen","An Experiment in Misery","Primary Works",TRUE
"275","Can't Get Their Minds Ashore / Abraham Cahan -- 1898 ","Kerrane and Yagoda - The Art of Fact",1898,"Cahan","Abraham","Can't Get Their Minds Ashore","Primary Works",TRUE
"276","Drift / Morris Markey -- 1931","Kerrane and Yagoda - The Art of Fact",1931,"Markey","Morris","Drift","Primary Works",TRUE
"277","from ""Harlem on My Mind"" / Lawrence Otis Graham -- 1993","Kerrane and Yagoda - The Art of Fact",1993,"Graham","Lawrence","""Harlem on My Mind""","Primary Works",TRUE
"278","from ""Portrait of Hemingway"" / Lillian Ross -- 1950","Kerrane and Yagoda - The Art of Fact",1950,"Ross","Lillian","""Portrait of Hemingway""","Primary Works",TRUE
"279","from ""Snake Handling and Redemption"" / Dennis Covington -- 1995","Kerrane and Yagoda - The Art of Fact",1995,"Covington","Dennis","""Snake Handling and Redemption""","Primary Works",TRUE
"280","from ""The Bronx Slave Market"" / Marvel Cooke -- 1950","Kerrane and Yagoda - The Art of Fact",1950,"Cooke","Marvel","""The Bronx Slave Market""","Primary Works",TRUE
"281","from ""The Scum Also Rises"" / Hunter S. Thompson -- 1971","Kerrane and Yagoda - The Art of Fact",1971,"Thompson","Hunter","""The Scum Also Rises""","Primary Works",TRUE
"282","from ""The Snap Revolution"" / James Fenton -- 1988","Kerrane and Yagoda - The Art of Fact",1988,"Fenton","James","""The Snap Revolution""","Primary Works",TRUE
"283","from Alive / Piers Paul Read -- 1974","Kerrane and Yagoda - The Art of Fact",1974,"Read","Piers","Alive","Primary Works",TRUE
"284","from Among the Thugs / Bill Buford --  1990","Kerrane and Yagoda - The Art of Fact",1990,"Buford","Bill","Among the Thugs","Primary Works",TRUE
"285","from Another Day of Life / Ryszard Kapuscinski -- 1976","Kerrane and Yagoda - The Art of Fact",1976,"Kapuscinski","Ryszard","Another Day of Life","Primary Works",TRUE
"286","from Black Lamb and Grey Falcon / Rebecca West -- 1941","Kerrane and Yagoda - The Art of Fact",1941,"West","Rebecca","Black Lamb and Grey Falcon","Primary Works",TRUE
"287","from Boys in Zinc / Svetlana Alexiyevich -- 1990","Kerrane and Yagoda - The Art of Fact",1990,"Alexiyevich","Svetlana","Boys in Zinc","Primary Works",TRUE
"288","from Brothers / Sylvester Monroe and Peter Goldman -- 1988","Kerrane and Yagoda - The Art of Fact",1988,"Goldman","Sylvester","Brothers","Primary Works",TRUE
"289","from Coyotes / Ted Conover -- 1987","Kerrane and Yagoda - The Art of Fact",1987,"Conover","Ted","Coyotes","Primary Works",TRUE
"290","from Dispatches / Michael Herr -- 1977","Kerrane and Yagoda - The Art of Fact",1977,"Herr","Michael","Dispatches","Primary Works",TRUE
"291","from Hiroshima / John Hersey -- 1946","Kerrane and Yagoda - The Art of Fact",1946,"Hersey","John","Hiroshima","Primary Works",TRUE
"292","from Homicide / David Simon -- 1991","Kerrane and Yagoda - The Art of Fact",1991,"Simon","David","Homicide","Primary Works",TRUE
"293","from House / Tracy Kidder -- 1985","Kerrane and Yagoda - The Art of Fact",1985,"Kidder","Tracy","House","Primary Works",TRUE
"294","from If Christ Came to Chicago / W.T. Stead -- 1894","Kerrane and Yagoda - The Art of Fact",1894,"Stead","W","If Christ Came to Chicago","Primary Works",TRUE
"295","from In Cold Blood / Truman Capole -- 1966","Kerrane and Yagoda - The Art of Fact",1966,"Capole","Truman","In Cold Blood","Primary Works",TRUE
"296","from Let Us Now Praise Famous Men / James Agee -- 1939","Kerrane and Yagoda - The Art of Fact",1939,"Agee","James","Let Us Now Praise Famous Men","Primary Works",TRUE
"297","from Ninety Times Guilty / Hickman Powell -- 1939","Kerrane and Yagoda - The Art of Fact",1939,"Powell","Hickman","Ninety Times Guilty","Primary Works",TRUE
"298","from Once There Was a War / John Steinbeck -- 1943","Kerrane and Yagoda - The Art of Fact",1943,"Steinbeck","John","Once There Was a War","Primary Works",TRUE
"299","from Specimen Days / Walt Whitman -- 1863","Kerrane and Yagoda - The Art of Fact",1863,"Whitman","Walt","Specimen Days","Primary Works",TRUE
"300","from The Armies of the Night / Norman Mailer -- 1968","Kerrane and Yagoda - The Art of Fact",1968,"Mailer","Norman","The Armies of the Night","Primary Works",TRUE
"301","from The Earl of Louisiana / A.J. Liebling -- 1961","Kerrane and Yagoda - The Art of Fact",1961,"Liebling","A","The Earl of Louisiana","Primary Works",TRUE
"302","from The Electric Kool-Aid Acid Test / Tom Wolfe -- 1968","Kerrane and Yagoda - The Art of Fact",1968,"Wolfe","Tom","The Electric Kool-Aid Acid Test","Primary Works",TRUE
"303","from The Life of Samuel Johnson / James Boswell -- 1791","Kerrane and Yagoda - The Art of Fact",1791,"Boswell","James","The Life of Samuel Johnson","Primary Works",TRUE
"304","from The People of the Abyss / Jack London -- 1902","Kerrane and Yagoda - The Art of Fact",1902,"London","Jack","The People of the Abyss","Primary Works",TRUE
"305","from The Pine Barrens / John Mcphee -- 1967","Kerrane and Yagoda - The Art of Fact",1967,"Mcphee","John","The Pine Barrens","Primary Works",TRUE
"306","from The True and Genuine Account of the Life and Actions of the Late Jonathan Wild / Daniel Defoe -- 1725","Kerrane and Yagoda - The Art of Fact",1725,"Defoe","Daniel","The True and Genuine Account of the Life and Actions of the Late Jonathan Wild","Primary Works",TRUE
"307","from What It Takes / Richard Ben Cramer -- 1992","Kerrane and Yagoda - The Art of Fact",1992,"Cramer","Richard","What It Takes","Primary Works",TRUE
"308","from Whoredom in Kimmage / Rosemary Mahoney -- 1993","Kerrane and Yagoda - The Art of Fact",1993,"Mahoney","Rosemary","Whoredom in Kimmage","Primary Works",TRUE
"309","Holiday Pageant: The Importance of Being Bluebell / Michael Winerip. -- 1987","Kerrane and Yagoda - The Art of Fact",1987,"Winerip","Michael","Holiday Pageant: The Importance of Being Bluebell","Primary Works",TRUE
"310","It's an Honor / Jimmy Breslin -- 1967","Kerrane and Yagoda - The Art of Fact",1967,"Breslin","Jimmy","It's an Honor","Primary Works",TRUE
"311","Japanese Earthquake / Ernest Hemingway -- 1923","Kerrane and Yagoda - The Art of Fact",1923,"Hemingway","Ernest","Japanese Earthquake","Primary Works",TRUE
"312","Juke Joint / Walter Bernstein -- 1945","Kerrane and Yagoda - The Art of Fact",1945,"Bernstein","Walter","Juke Joint","Primary Works",TRUE
"313","Lady Olga / Joseph Mitchell -- 1992","Kerrane and Yagoda - The Art of Fact",1992,"Mitchell","Joseph","Lady Olga","Primary Works",TRUE
"314","Lethal Lightning / Jimmy Cannon -- 1946","Kerrane and Yagoda - The Art of Fact",1946,"Cannon","Jimmy","Lethal Lightning","Primary Works",TRUE
"315","Los Angeles Notebook / Joan Didion -- 1968","Kerrane and Yagoda - The Art of Fact",1968,"Didion","Joan","Los Angeles Notebook","Primary Works",TRUE
"316","Marrakech / George Orwell -- 1953","Kerrane and Yagoda - The Art of Fact",1953,"Orwell","George","Marrakech","Primary Works",TRUE
"317","Pillelu, Pillelu! / Abraham Cahan -- 1899","Kerrane and Yagoda - The Art of Fact",1899,"Cahan","Abraham","Pillelu, Pillelu!","Primary Works",TRUE
"318","Shadow of a Nation / Gary Smith -- 1991","Kerrane and Yagoda - The Art of Fact",1991,"Smith","Gary","Shadow of a Nation","Primary Works",TRUE
"319","So ... We Meet at Last, Mr. Bond / Bob Greene -- 1991","Kerrane and Yagoda - The Art of Fact",1991,"Greene","Bob","So ... We Meet at Last, Mr. Bond","Primary Works",TRUE
"320","The Day of the Fight / W.C. Heinz -- 1947 ","Kerrane and Yagoda - The Art of Fact",1947,"Heinz","W","The Day of the Fight","Primary Works",TRUE
"321","The Death of Rodriguez / Richard Harding Davis -- 1903","Kerrane and Yagoda - The Art of Fact",1903,"Davis","Richard","The Death of Rodriguez","Primary Works",TRUE
"322","The Fight to Live / Al Stump -- 1994","Kerrane and Yagoda - The Art of Fact",1994,"Stump","Al","The Fight to Live","Primary Works",TRUE
"323","The Girl of the Year / Tom Wolfe -- 1964","Kerrane and Yagoda - The Art of Fact",1964,"Wolfe","Tom","The Girl of the Year","Primary Works",TRUE
"324","The Great Tasmania's Cargo / Charles Dickens -- 1860","Kerrane and Yagoda - The Art of Fact",1860,"Dickens","Charles","The Great Tasmania's Cargo","Primary Works",TRUE
"325","The Last Secrets of Skull and Bones / Ron Rosenbaum -- 1991","Kerrane and Yagoda - The Art of Fact",1991,"Rosenbaum","Ron","The Last Secrets of Skull and Bones","Primary Works",TRUE
"326","The Pig / Ben Hecht -- 1922","Kerrane and Yagoda - The Art of Fact",1922,"Hecht","Ben","The Pig","Primary Works",TRUE
"327","The Silent Season of a Hero / Gay Talese -- 1970","Kerrane and Yagoda - The Art of Fact",1970,"Talese","Gay","The Silent Season of a Hero","Primary Works",TRUE
"328","The Spike / George Orwell -- 1968","Kerrane and Yagoda - The Art of Fact",1968,"Orwell","George","The Spike","Primary Works",TRUE
"329","The Third Winter / Martha Gellhorn -- 1938","Kerrane and Yagoda - The Art of Fact",1938,"Gellhorn","Martha","The Third Winter","Primary Works",TRUE
"330","Tiananmen Square / John Simpson -- 1989 ","Kerrane and Yagoda - The Art of Fact",1989,"Simpson","John","Tiananmen Square","Primary Works",TRUE
"331","Two Generals / Norman Lewis -- 1958","Kerrane and Yagoda - The Art of Fact",1958,"Lewis","Norman","Two Generals","Primary Works",TRUE
"332","Watercress Girl / Henry Mayhew -- 1861","Kerrane and Yagoda - The Art of Fact",1861,"Mayhew","Henry","Watercress Girl","Primary Works",TRUE
"333","When Man Falls, a Crown Gathers / Stephen Crane -- 1894","Kerrane and Yagoda - The Art of Fact",1894,"Crane","Stephen","When Man Falls, a Crown Gathers","Primary Works",TRUE
